0.413400	1
0.413400	2
0.413400	3
0.413400	4
0.413400	5
0.413400	6
0.413400	7
0.413400	8
0.413400	9
0.413400	10
0.413400	11
0.413400	12
0.413400	13
0.413400	14
0.413400	15
0.413400	16
0.413400	17
0.413400	18
0.413400	19
0.413400	20
0.413400	21
0.413400	22
0.413400	23
0.413400	24
0.413400	25
0.413400	26
0.413400	27
0.413400	28
0.413400	29
0.413400	30
0.413400	31
0.413400	32
0.413400	33
0.413400	34
0.452500	35
0.452500	36
0.452500	37
0.452500	38
0.452500	39
0.452500	40
0.452500	41
0.452500	42
0.413400	43
0.413400	44
0.413400	45
0.413400	46
0.413400	47
0.413400	48
0.413400	49
0.413400	50
0.452800	51
0.452800	52
0.452800	53
0.452800	54
0.452800	55
0.452800	56
0.452800	57
0.452800	58
0.438600	59
0.438600	60
0.438600	61
0.438600	62
0.438600	63
0.438600	64
0.438600	65
0.438600	66
0.438600	67
0.413400	68
0.413400	69
0.413400	70
0.413400	71
0.413400	72
0.413400	73
0.413400	74
0.413400	75
0.413400	76
0.413400	77
0.413400	78
0.413400	79
0.413400	80
0.413400	81
0.413400	82
0.413400	83
0.413400	84
0.413400	85
0.413400	86
0.413400	87
0.413400	88
0.413400	89
0.413400	90
0.413400	91
0.413400	92
0.413400	93
0.413400	94
0.413400	95
0.413400	96
0.413400	97
0.413400	98
0.413400	99
0.413400	100
0.413400	101
0.413400	102
0.413400	103
0.413400	104
0.413400	105
0.413400	106
0.413400	107
0.413400	108
0.437800	109
0.437800	110
0.437800	111
0.437800	112
0.437800	113
0.437800	114
0.437800	115
0.437800	116
0.426800	117
0.426800	118
0.426800	119
0.426800	120
0.426800	121
0.426800	122
0.426800	123
0.426800	124
0.438200	125
0.438200	126
0.438200	127
0.438200	128
0.438200	129
0.438200	130
0.438200	131
0.438200	132
0.454800	133
0.454800	134
0.454800	135
0.454800	136
0.454800	137
0.454800	138
0.454800	139
0.454800	140
0.458200	141
0.458200	142
0.458200	143
0.458200	144
0.458200	145
0.458200	146
0.458200	147
0.458200	148
0.455100	149
0.455100	150
0.455100	151
0.455100	152
0.455100	153
0.455100	154
0.455100	155
0.455100	156
0.457900	157
0.457900	158
0.457900	159
0.457900	160
0.457900	161
0.457900	162
0.457900	163
0.457900	164
0.429700	165
0.429700	166
0.429700	167
0.429700	168
0.429700	169
0.429700	170
0.429700	171
0.429700	172
0.426500	173
0.426500	174
0.426500	175
0.426500	176
0.426500	177
0.426500	178
0.426500	179
0.426500	180
0.425800	181
0.425800	182
0.425800	183
0.425800	184
0.425800	185
0.425800	186
0.425800	187
0.425800	188
0.425800	189
0.428000	190
0.428000	191
0.428000	192
0.428000	193
0.428000	194
0.428000	195
0.428000	196
0.428000	197
0.432000	198
0.432000	199
0.432000	200
0.432000	201
0.432000	202
0.432000	203
0.432000	204
0.432000	205
0.424700	206
0.424700	207
0.424700	208
0.424700	209
0.424700	210
0.424700	211
0.424700	212
0.424700	213
0.424700	214
0.426000	215
0.426000	216
0.426000	217
0.426000	218
0.426000	219
0.426000	220
0.426000	221
0.426000	222
0.420000	223
0.420000	224
0.420000	225
0.420000	226
0.420000	227
0.420000	228
0.420000	229
0.420000	230
0.418700	231
0.418700	232
0.418700	233
0.418700	234
0.418700	235
0.418700	236
0.418700	237
0.418700	238
0.414800	239
0.414800	240
0.414800	241
0.414800	242
0.414800	243
0.414800	244
0.414800	245
0.414800	246
0.414800	247
0.413400	248
0.413400	249
0.413400	250
0.413400	251
0.413400	252
0.413400	253
0.413400	254
0.413400	255
0.413400	256
0.382000	257
0.382000	258
0.382000	259
0.382000	260
0.382000	261
0.382000	262
0.382000	263
0.382000	264
0.382000	265
0.320500	266
0.320500	267
0.320500	268
0.320500	269
0.320500	270
0.320500	271
0.320500	272
0.320500	273
0.321500	274
0.321500	275
0.321500	276
0.321500	277
0.321500	278
0.321500	279
0.321500	280
0.321500	281
0.321500	282
0.319600	283
0.319600	284
0.319600	285
0.319600	286
0.319600	287
0.319600	288
0.319600	289
0.319600	290
0.319500	291
0.319500	292
0.319500	293
0.319500	294
0.319500	295
0.319500	296
0.319500	297
0.319500	298
0.319500	299
0.319500	300
0.319500	301
0.319500	302
0.319500	303
0.319500	304
0.319500	305
0.319500	306
0.319500	307
0.321400	308
0.321400	309
0.321400	310
0.321400	311
0.321400	312
0.321400	313
0.321400	314
0.321400	315
0.321400	316
0.323600	317
0.323600	318
0.323600	319
0.323600	320
0.323600	321
0.323600	322
0.323600	323
0.323600	324
0.324100	325
0.324100	326
0.324100	327
0.324100	328
0.324100	329
0.324100	330
0.324100	331
0.324100	332
0.324100	333
0.337600	334
0.337600	335
0.337600	336
0.337600	337
0.337600	338
0.337600	339
0.337600	340
0.337600	341
0.335200	342
0.335200	343
0.335200	344
0.335200	345
0.335200	346
0.335200	347
0.335200	348
0.335200	349
0.333700	350
0.333700	351
0.333700	352
0.333700	353
0.333700	354
0.333700	355
0.333700	356
0.333700	357
0.335100	358
0.335100	359
0.335100	360
0.335100	361
0.335100	362
0.335100	363
